#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 01 10 11 50 113  5.9  7.4  2.08 17.39  6.90 266 1019.5  22.4  22.8 999.0 99.0 99.00
2018 01 10 12 50 111  6.6  7.7  2.15 17.39  7.40 289 1019.0  22.6  22.8 999.0 99.0 99.00
2018 01 10 13 50 110  6.8  8.0  1.91 17.39  6.90 289 1018.7  22.7  22.8 999.0 99.0 99.00
2018 01 10 14 50 106  6.1  7.5  2.22 17.39  7.86 296 1018.8  22.9  22.8 999.0 99.0 99.00
2018 01 10 15 50 106  5.5  6.7  2.20 17.39  7.66 305 1019.2  22.8  22.7 999.0 99.0 99.00
2018 01 10 16 50 103  6.2  7.6  2.05 17.39  7.16 281 1019.9  22.7  22.7 999.0 99.0 99.00
2018 01 10 17 50  98  6.8  8.0  2.06 17.39  7.06 327 1020.2  22.6  22.8 999.0 99.0 99.00
2018 01 10 18 50  99  6.0  7.2  1.99 16.00  7.18 300 1020.8  22.5  22.8 999.0 99.0 99.00
2018 01 10 19 50  96  7.1  8.8  2.31 16.00  8.49 303 1021.2  22.5  22.8 999.0 99.0 99.00
2018 01 10 20 50  99  7.8  9.7  2.37 16.00  8.48 300 1020.7  22.6  22.8 999.0 99.0 99.00
2018 01 10 21 50  93  6.1  7.8  2.03 16.00  7.25 290 1020.3  22.3  22.9 999.0 99.0 99.00
2018 01 10 22 50  99  5.9  7.3  2.18 16.00  7.90 307 1019.6  22.3  22.9 999.0 99.0 99.00
2018 01 10 23 50  98  5.5  6.9  2.23 16.00  7.89 319 1018.9  22.6  22.9 999.0 99.0 99.00
2018 01 11 00 50  93  5.9  7.1  1.89 16.00  7.46 273 1018.3  22.6  23.0 999.0 99.0 99.00
2018 01 11 01 50  87  5.3  5.9  2.04 16.00  7.68 286 1018.0  22.6  23.0 999.0 99.0 99.00
2018 01 11 02 50  87  6.2  7.7  1.96 14.81  7.48 309 1017.8  22.4  22.9 999.0 99.0 99.00
2018 01 11 03 50  95  6.9  7.9  2.03 16.00  7.55 298 1018.1  22.2  22.9 999.0 99.0 99.00
2018 01 11 04 50  86  6.1  7.3  2.10 14.81  7.47 287 1019.0  22.3  22.9 999.0 99.0 99.00
2018 01 11 05 50  81  6.2  7.8  2.09 14.81  7.62 288 1019.6  22.3  22.8 999.0 99.0 99.00
2018 01 11 06 50  84  5.5  6.7  2.22 14.81  7.99 300 1020.2  22.1  22.8 999.0 99.0 99.00
2018 01 11 07 50 101  5.8  7.6  2.29 14.81  8.30 280 1020.3  22.2  22.8 999.0 99.0 99.00
2018 01 11 08 50 109  5.9  7.3  2.53 16.00  8.78 284 1020.3  22.1  22.8 999.0 99.0 99.00
2018 01 11 09 50 114  7.0  9.6  2.24 13.79  8.40 287 1020.0  22.1  22.8 999.0 99.0 99.00
2018 01 11 10 50 102  4.3  5.3  2.21 14.81  8.31 306 1020.0  21.0  22.8 999.0 99.0 99.00
2018 01 11 11 50 100  9.0 10.7  2.40 16.00  8.69 317 1019.6  21.0  22.8 999.0 99.0 99.00
2018 01 11 12 50  84  3.5  4.5  2.56 16.00  8.53 297 1019.4  21.4  22.7 999.0 99.0 99.00
2018 01 11 13 50  91  6.1  8.9  2.58 14.81  8.72 280 1019.3  20.9  22.7 999.0 99.0 99.00
2018 01 11 14 50  88  7.0  8.6  2.64 14.81  8.69 288 1019.3  21.4  22.7 999.0 99.0 99.00
2018 01 11 15 50  95  4.5  6.0  2.70 14.81  8.96 278 1019.2  21.9  22.7 999.0 99.0 99.00
2018 01 11 16 50 100  8.1  9.5  2.67 14.81  8.67 291 1019.2  22.3  22.7 999.0 99.0 99.00
2018 01 11 17 50 104  7.5  9.7  2.72 13.79  8.03 299 1019.4  22.4  22.7 999.0 99.0 99.00
2018 01 11 18 50 111  8.1 10.0  2.70 14.81  7.98 285 1019.6  22.5  22.7 999.0 99.0 99.00
2018 01 11 19 50 115  7.7 10.0  2.55 14.81  7.77 294 1019.6  22.7  22.8 999.0 99.0 99.00
2018 01 11 20 50 123  8.0  9.6  2.55 14.81  7.69 285 1019.3  22.7  22.8 999.0 99.0 99.00
2018 01 11 21 50 123  8.1 10.0  3.12 14.81  8.97 292 1018.4  22.7  22.8 999.0 99.0 99.00
2018 01 11 22 50 123  6.6  8.5  2.69 13.79  8.34 305 1017.4  22.6  22.8 999.0 99.0 99.00
2018 01 11 23 50 139  6.4  8.0  2.58 13.79  8.21 295 1016.6  22.6  22.8 999.0 99.0 99.00
2018 01 12 00 50 142  6.9  8.7  2.86 13.79  9.11 308 1016.0  22.7  22.8 999.0 99.0 99.00
2018 01 12 01 50 144  7.2  8.9  2.46 13.79  7.89 294 1016.0  22.7  22.8 999.0 99.0 99.00
2018 01 12 02 50 139  4.8  6.9  2.61 16.00  8.58 295 1016.8  22.7  22.8 999.0 99.0 99.00
2018 01 12 03 50 148  3.1  4.4  2.76 14.81  8.70 305 1017.7  22.6  22.8 999.0 99.0 99.00
2018 01 12 04 50 127  2.8  3.7  2.65 13.79  8.43 303 1018.6  22.6  22.8 999.0 99.0 99.00
2018 01 12 05 50 154  3.4  4.5  2.78 14.81  8.82 313 1019.1  22.6  22.8 999.0 99.0 99.00
2018 01 12 06 50 133  2.8  4.6  2.73 13.79  8.93 307 1019.4  22.5  22.8 999.0 99.0 99.00
2018 01 12 07 50 127  4.9  6.3  2.90 14.81  9.30 296 1019.2  22.4  22.8 999.0 99.0 99.00
2018 01 12 08 50 127  4.6  6.9  3.14 14.81 10.05 309 1019.0  22.4  22.8 999.0 99.0 99.00
2018 01 12 09 50 135  4.5  6.4  3.60 14.81 10.73 304 1018.2  22.3  22.8 999.0 99.0 99.00
2018 01 12 10 50 135  5.5  7.5  3.46 14.81 10.55 311 1017.5  22.2  22.8 999.0 99.0 99.00
2018 01 12 11 50 146  4.6  6.2  3.60 14.81 10.74 313 1017.3  22.4  22.8 999.0 99.0 99.00
2018 01 12 12 50 148  5.0  6.9  3.44 14.81 10.40 307 1016.6  22.2  22.8 999.0 99.0 99.00
2018 01 12 13 50 163  4.7  6.7  3.45 14.81 10.31 310 1015.9  22.4  22.8 999.0 99.0 99.00
2018 01 12 14 50 170  5.6  7.3  3.54 14.81 10.49 308 1016.2  22.2  22.8 999.0 99.0 99.00
2018 01 12 15 50 194  3.7  5.1  3.37 14.81 10.15 317 1016.9  22.1  22.8 999.0 99.0 99.00
2018 01 12 16 50 191  4.8  6.4  2.86 16.00  8.86 312 1016.5  21.2  22.8 999.0 99.0 99.00
2018 01 12 17 50 162  6.8  8.6  3.58 16.00 10.56 306 1015.9  22.2  22.8 999.0 99.0 99.00
2018 01 12 18 50 169  6.0  8.0  3.44 16.00  9.83 299 1016.3  22.5  22.8 999.0 99.0 99.00
2018 01 12 19 50 165  5.6  7.1  2.67 16.00  8.90 314 1017.2  22.6  22.8 999.0 99.0 99.00
2018 01 12 20 50 179  4.2  5.1  2.64 12.90  8.74 306 1017.4  22.3  22.8 999.0 99.0 99.00
2018 01 12 21 50 180  3.7  4.9  2.80 14.81  9.28 309 1016.5  22.0  22.9 999.0 99.0 99.00
2018 01 12 22 50 207  5.0  6.7  2.51 14.81  8.97 304 1015.3  21.6  22.9 999.0 99.0 99.00
2018 01 12 23 50 227  6.1  7.1  2.54 13.79  8.99 321 1014.9  22.6  23.0 999.0 99.0 99.00
2018 01 13 00 50 191  7.6  9.0  2.65 14.81  9.19 309 1013.3  22.8  23.0 999.0 99.0 99.00
2018 01 13 01 50 199  8.0  9.5  2.41 14.81  8.08 300 1013.7  23.1  23.0 999.0 99.0 99.00
2018 01 13 02 50 230  7.4  8.7  2.57 14.81  8.35 322 1014.9  22.9  23.0 999.0 99.0 99.00
2018 01 13 03 50 240  6.2  7.2  2.69 14.81  8.88 323 1014.5  23.0  23.0 999.0 99.0 99.00
2018 01 13 04 50 226  7.1  8.6  2.84 13.79  9.20 325 1014.5  22.9  23.0 999.0 99.0 99.00
2018 01 13 05 50 223  7.7  9.5  2.90 13.79  9.26 327 1014.6  22.9  23.0 999.0 99.0 99.00
2018 01 13 06 50 245  6.9  8.3  2.71 14.81  8.53 337 1015.4  22.9  22.9 999.0 99.0 99.00
2018 01 13 07 50 248  7.8  9.2  2.63 13.79  8.46 335 1015.4  22.8  22.9 999.0 99.0 99.00
2018 01 13 08 50 252  7.9 10.1  2.95 13.79  8.92 331 1015.6  22.8  22.9 999.0 99.0 99.00
2018 01 13 09 50 245  7.6  8.8  2.48 12.90  7.90 322 1015.0  22.7  22.8 999.0 99.0 99.00
2018 01 13 10 50 243  7.4  8.9  2.91 12.90  8.75 325 1014.6  22.6  22.8 999.0 99.0 99.00
2018 01 13 11 50 255  8.7  9.9  2.99 12.90  9.05 329 1014.3  22.6  22.9 999.0 99.0 99.00
2018 01 13 12 50 252  7.6  9.1  2.65 13.79  8.18 322 1013.7  22.7  22.9 999.0 99.0 99.00
2018 01 13 13 50 258  8.2  9.8  2.83 12.90  8.19 326 1013.6  22.7  22.9 999.0 99.0 99.00
2018 01 13 14 50 273  7.9  9.7  2.80 13.79  8.31 326 1014.0  22.8  22.9 999.0 99.0 99.00
2018 01 13 15 50 291  8.6 10.5  2.84 12.12  8.17 327 1014.3  22.5  22.9 999.0 99.0 99.00
2018 01 13 16 50 280  7.4  9.0  2.52 12.90  7.67 312 1014.6  22.7  22.9 999.0 99.0 99.00
2018 01 13 17 50 283  7.2  8.6  2.79 13.79  8.12 304 1015.5  22.8  22.9 999.0 99.0 99.00
2018 01 13 18 50 278  7.0  8.4  2.89 13.79  8.33 319 1016.3  23.0  22.9 999.0 99.0 99.00
2018 01 13 19 50 290  7.3  9.4  3.05 13.79  8.29 314 1017.0  23.1  22.9 999.0 99.0 99.00
2018 01 13 20 50 282  6.3  7.6  2.99 12.12  8.44 321 1016.9  23.0  23.0 999.0 99.0 99.00
2018 01 13 21 50 277  6.7  7.9  3.54 16.00  9.44 324 1016.2  23.0  23.0 999.0 99.0 99.00
2018 01 13 22 50 305  5.5  7.0  3.83 13.79 10.05 322 1015.5  22.9  23.1 999.0 99.0 99.00
2018 01 13 23 50 316  5.0  6.7  4.48 13.79 10.99 322 1014.5  22.7  23.1 999.0 99.0 99.00
2018 01 14 00 50 325  5.4  7.9  5.00 13.79 11.54 318 1014.5  22.8  23.2 999.0 99.0 99.00
2018 01 14 01 50 337  4.6  6.4  5.27 16.00 11.87 308 1014.5  22.8  23.1 999.0 99.0 99.00
2018 01 14 02 50 293  2.6  4.2  4.67 13.79 11.44 312 1014.7  22.9  23.1 999.0 99.0 99.00
2018 01 14 03 50 317  2.8  4.7  5.10 13.79 11.37 312 1015.1  22.5  23.1 999.0 99.0 99.00
2018 01 14 04 50 302  2.1  3.6  5.21 19.05 12.22 295 1015.9  22.4  23.0 999.0 99.0 99.00
2018 01 14 05 50 352  1.9  3.5  5.19 16.00 11.58 305 1016.5  22.3  23.0 999.0 99.0 99.00
2018 01 14 06 50 334  0.6  1.8  4.90 14.81 11.62 297 1016.9  22.1  23.0 999.0 99.0 99.00
2018 01 14 07 50 274  0.8  2.4  5.32 14.81 12.00 299 1017.2  22.1  23.0 999.0 99.0 99.00
2018 01 14 08 50 203  0.8  2.2  5.62 19.05 12.71 311 1017.4  22.1  23.0 999.0 99.0 99.00
2018 01 14 09 50 264  1.7  3.5  5.36 19.05 12.14 322 1017.4  22.1  23.0 999.0 99.0 99.00
2018 01 14 10 50 266  1.6  3.4  5.24 19.05 12.34 321 1016.7  22.0  23.0 999.0 99.0 99.00
2018 01 14 11 50 251  2.4  3.9  5.68 19.05 13.29 323 1016.1  22.1  23.0 999.0 99.0 99.00
2018 01 14 12 50 251  2.9  4.6  5.19 17.39 11.55 317 1015.9  22.1  23.0 999.0 99.0 99.00
2018 01 14 13 50 250  3.6  5.0  5.46 17.39 12.14 308 1016.1  22.1  23.0 999.0 99.0 99.00
2018 01 14 14 50 279  3.3  5.4  5.70 17.39 12.10 312 1016.5  22.1  23.0 999.0 99.0 99.00
2018 01 14 15 50 265  3.4  4.9  5.75 17.39 12.01 307 1016.8  22.2  22.9 999.0 99.0 99.00
2018 01 14 16 50 259  3.6  4.9  5.48 16.00 11.53 320 1017.3  22.2  22.9 999.0 99.0 99.00
2018 01 14 17 50 266  3.8  5.6  5.73 17.39 11.84 309 1017.8  22.3  22.9 999.0 99.0 99.00
2018 01 14 18 50 275  4.3  6.0  5.44 16.00 11.87 310 1018.5  22.5  22.9 999.0 99.0 99.00
2018 01 14 19 50 255  3.9  4.8  5.03 14.81 11.08 314 1018.9  22.5  23.0 999.0 99.0 99.00
2018 01 14 20 50 248  3.7  5.0  4.27 12.90 10.46 318 1018.6  22.4  23.1 999.0 99.0 99.00
2018 01 14 21 50 287  4.1  6.0  4.67 17.39 11.22 317 1018.4  22.5  23.2 999.0 99.0 99.00
2018 01 14 22 50 306  5.2  7.0  5.18 14.81 11.47 312 1017.6  22.7  23.2 999.0 99.0 99.00
2018 01 14 23 50 312  5.2  6.7  4.57 17.39 11.25 313 1016.6  22.8  23.2 999.0 99.0 99.00
2018 01 15 00 50 304  4.0  5.5  4.62 16.00 11.53 307 1016.2  23.0  23.3 999.0 99.0 99.00
2018 01 15 01 50 307  4.1  5.7  4.67 17.39 11.08 307 1016.5  23.0  23.2 999.0 99.0 99.00
2018 01 15 02 50 318  4.0  6.0  4.49 17.39 11.21 304 1017.0  22.9  23.2 999.0 99.0 99.00
2018 01 15 03 50 333  3.7  5.3  4.50 17.39 11.58 294 1017.3  22.6  23.1 999.0 99.0 99.00
2018 01 15 04 50 330  3.2  4.8  4.68 17.39 11.73 300 1018.1  22.5  23.1 999.0 99.0 99.00
2018 01 15 05 50 335  2.9  4.6  4.86 16.00 12.08 289 1018.8  22.3  23.1 999.0 99.0 99.00
2018 01 15 06 50 321  2.6  4.7  4.39 17.39 11.32 292 1019.3  22.2  23.1 999.0 99.0 99.00
2018 01 15 07 50 342  2.7  4.0  4.02 17.39 10.76 287 1019.8  22.2  23.1 999.0 99.0 99.00
2018 01 15 08 50 327  2.3  3.7  3.93 16.00 10.64 297 1019.9  22.2  23.1 999.0 99.0 99.00
2018 01 15 09 50 331  2.8  4.4  3.87 16.00 10.74 298 1019.8  22.1  23.1 999.0 99.0 99.00
2018 01 15 10 50 337  2.8  4.4  4.05 16.00 11.09 292 1019.7  22.1  23.1 999.0 99.0 99.00
2018 01 15 11 50 342  4.5  5.8  3.64 14.81 10.48 296 1019.3  22.1  23.1 999.0 99.0 99.00
2018 01 15 12 50 354  2.8  3.8  3.81 16.00 10.68 284 1019.1  22.1  23.1 999.0 99.0 99.00
2018 01 15 13 50 353  4.1  5.7  3.69 14.81 10.75 286 1018.8  22.0  23.0 999.0 99.0 99.00
2018 01 15 14 50   1  3.7  4.9  3.47 14.81 10.41 298 1018.7  22.0  23.0 999.0 99.0 99.00
2018 01 15 15 50   6  3.0  4.3  3.69 14.81 10.85 291 1019.0  22.0  23.0 999.0 99.0 99.00
2018 01 15 16 50  31  2.7  3.6  3.68 14.81 10.83 291 1019.2  22.1  23.0 999.0 99.0 99.00
2018 01 15 17 50  42  2.7  3.4  3.72 16.00 10.91 297 1019.6  22.4  23.0 999.0 99.0 99.00
2018 01 15 18 50  45  2.3  3.0  3.53 13.79 10.53 292 1020.2  22.7  23.0 999.0 99.0 99.00
2018 01 15 19 50  40  1.9  2.9  3.60 16.00 10.92 289 1020.7  22.6  23.0 999.0 99.0 99.00
2018 01 15 20 50  44  2.4  3.3  3.44 14.81 10.46 288 1020.4  22.4  23.0 999.0 99.0 99.00
2018 01 15 21 50  25  2.5  4.2  3.46 13.79 10.68 287 1019.9  22.4  23.2 999.0 99.0 99.00
2018 01 15 22 50  11  2.2  3.4  3.13 13.79 10.13 290 1018.8  22.2  23.3 999.0 99.0 99.00
2018 01 15 23 50  24  2.5  3.5  3.61 13.79 10.43 278 1018.2  22.3  23.4 999.0 99.0 99.00
2018 01 16 00 50  37  2.8  4.2  3.52 14.81 10.81 288 1018.0  22.3  23.5 999.0 99.0 99.00
2018 01 16 01 50  42  3.2  4.1  3.25 14.81 10.31 290 1018.3  22.5  23.5 999.0 99.0 99.00
2018 01 16 02 50  70  3.4  4.3  3.33 13.79 10.23 295 1018.2  22.4  23.5 999.0 99.0 99.00
2018 01 16 03 50  75  3.4  4.7  3.36 12.90 10.17 287 1018.8  22.2  23.4 999.0 99.0 99.00
2018 01 16 04 50  72  3.5  4.9  3.34 14.81 10.49 293 1019.5  22.2  23.2 999.0 99.0 99.00
2018 01 16 05 50  70  3.2  4.6  3.10 14.81 10.50 301 1020.0  22.2  23.1 999.0 99.0 99.00
2018 01 16 06 50  88  2.7  4.3  3.36 14.81 10.39 308 1020.3  22.3  23.1 999.0 99.0 99.00
2018 01 16 07 50  98  3.6  4.7  2.92 14.81 10.16 301 1020.6  22.2  23.0 999.0 99.0 99.00
2018 01 16 08 50 101  3.6  5.1  2.99 13.79 10.15 288 1020.6  22.2  23.0 999.0 99.0 99.00
2018 01 16 09 50 102  3.1  4.7  3.17 14.81 10.60 299 1020.4  22.2  23.0 999.0 99.0 99.00
2018 01 16 10 50  99  2.4  3.6  2.96 13.79 10.07 302 1020.3  22.1  23.0 999.0 99.0 99.00
2018 01 16 11 50  90  2.3  3.3  3.41 13.79 10.90 300 1019.9  22.0  23.0 999.0 99.0 99.00
2018 01 16 12 50  67  1.9  2.7  3.01 12.90 10.38 296 1019.9  21.9  23.0 999.0 99.0 99.00
2018 01 16 13 50  70  1.7  2.9  2.73 13.79  9.93 298 1020.1  21.8  23.0 999.0 99.0 99.00
2018 01 16 14 50  34  1.5  2.5  2.80 12.90 10.26 293 1020.4  21.8  23.0 999.0 99.0 99.00
2018 01 16 15 50  16  2.1  3.0  3.05 13.79 10.37 282 1021.1  21.8  22.9 999.0 99.0 99.00
2018 01 16 16 50  12  3.1  4.3  2.72 13.79  9.82 300 1021.7  21.9  22.9 999.0 99.0 99.00
2018 01 16 17 50  10  3.0  4.4  2.70 12.90  9.81 296 1022.1  21.9  22.9 999.0 99.0 99.00
2018 01 16 18 50  24  4.3  5.4  2.66 14.81  9.90 306 1022.3  22.0  22.9 999.0 99.0 99.00
2018 01 16 19 50  32  4.3  5.5  2.56 12.90  9.49 290 1022.4  21.9  23.0 999.0 99.0 99.00
2018 01 16 20 50  33  3.5  4.5  2.70 12.90 10.08 295 1022.1  21.9  23.0 999.0 99.0 99.00
2018 01 16 21 50  31  3.5  4.6  2.69 12.90  9.81 298 1021.5  21.9  23.1 999.0 99.0 99.00
2018 01 16 22 50  42  3.3  4.4  2.72 12.90  9.68 298 1020.6  22.0  23.2 999.0 99.0 99.00
2018 01 16 23 50  58  3.0  3.7  2.63 13.79  9.78 302 1019.4  22.0  23.3 999.0 99.0 99.00
2018 01 17 00 50  24  3.8  5.0  2.12 13.79  9.31 302 1019.6  22.2  23.4 999.0 99.0 99.00
2018 01 17 01 50  24  4.2  5.2  2.66 12.12 10.31 301 1020.0  22.4  23.3 999.0 99.0 99.00
2018 01 17 02 50  29  4.3  5.8  2.48 12.90  9.85 313 1020.5  22.3  23.2 999.0 99.0 99.00
2018 01 17 03 50  28  5.1  6.1  2.43 12.90  9.65 298 1021.2  22.2  23.1 999.0 99.0 99.00
2018 01 17 04 50  39  4.4  5.8  2.22 12.90  9.22 302 1021.7  22.2  23.1 999.0 99.0 99.00
2018 01 17 05 50  55  4.2  5.4  2.32 13.79  9.22 309 1022.5  22.1  23.0 999.0 99.0 99.00
2018 01 17 06 50  47  4.6  5.8  2.56 12.90  9.54 296 1023.2  22.1  23.0 999.0 99.0 99.00
2018 01 17 07 50  57  4.2  5.2  2.37 12.90  9.15 296 1023.4  22.2  23.0 999.0 99.0 99.00
2018 01 17 08 50  57  4.5  5.5  2.36 12.90  9.30 302 1023.5  22.1  23.0 999.0 99.0 99.00
2018 01 17 09 50  59  4.5  5.3  2.30 12.12  9.08 288 1023.2  22.1  23.0 999.0 99.0 99.00
2018 01 17 10 50  59  4.3  5.3  2.28 12.90  9.27 298 1022.9  22.1  23.0 999.0 99.0 99.00
2018 01 17 11 50  57  4.5  5.6  2.13 12.90  9.09 298 1022.4  22.1  23.0 999.0 99.0 99.00
2018 01 17 12 50  53  5.3  6.5  1.94 11.43  8.63 300 1022.1  22.1  22.9 999.0 99.0 99.00
2018 01 17 13 50  62  5.1  6.2  2.14 12.90  8.63 292 1021.9  22.2  22.9 999.0 99.0 99.00
2018 01 17 14 50  66  5.9  7.0  2.26 12.90  9.23 292 1021.8  22.4  22.9 999.0 99.0 99.00
2018 01 17 15 50  61  6.0  7.3  2.40 12.12  9.21 297 1022.3  22.2  22.9 999.0 99.0 99.00
2018 01 17 16 50  52  6.1  7.2  2.55 12.12  9.41 298 1022.8  22.3  22.9 999.0 99.0 99.00
2018 01 17 17 50  57  6.5  7.8  2.68 14.81  9.61 314 1023.5  22.6  22.9 999.0 99.0 99.00
2018 01 17 18 50  52  6.9  8.2  3.29 14.81 10.25 311 1024.1  22.6  22.8 999.0 99.0 99.00
2018 01 17 19 50  49  7.3  8.9  3.56 14.81 10.46 311 1024.7  22.5  22.8 999.0 99.0 99.00
2018 01 17 20 50  42  7.5  9.0  3.59 13.79 10.36 304 1024.7  22.3  22.7 999.0 99.0 99.00
2018 01 17 21 50  43  7.0  8.3  3.82 13.79 10.27 313 1024.2  22.3  22.6 999.0 99.0 99.00
2018 01 17 22 50  51  6.8  8.5  4.00 14.81 10.53 312 1023.2  22.3  22.6 999.0 99.0 99.00
2018 01 17 23 50  31  7.7  9.4  3.83 13.79 10.26 303 1022.5  21.7  22.6 999.0 99.0 99.00
2018 01 18 00 50  37  9.0 10.6  3.22 11.43  8.61 305 1022.2  21.5  22.5 999.0 99.0 99.00
2018 01 18 01 50  41 11.4 13.7  3.27 12.12  8.27 304 1022.1  20.3  22.5 999.0 99.0 99.00
2018 01 18 02 50  45 11.9 14.7  3.31 12.12  7.82 310 1022.3  20.0  22.4 999.0 99.0 99.00
2018 01 18 03 50  51 11.1 13.8  3.73 13.79  7.53 307 1023.0  20.2  22.3 999.0 99.0 99.00
2018 01 18 04 50  46 12.1 14.4  3.64 14.81  7.40 291 1023.5  20.4  22.2 999.0 99.0 99.00
2018 01 18 05 50  46 12.3 14.4  3.73 13.79  7.37 284 1024.0  20.4  22.1 999.0 99.0 99.00
2018 01 18 06 50  50 12.3 15.6  3.89 13.79  7.69 295 1024.5  19.8  22.1 999.0 99.0 99.00
2018 01 18 07 50  48 11.7 14.7  3.91 12.90  7.71 318 1024.5  20.5  22.1 999.0 99.0 99.00
2018 01 18 08 50  55 11.8 16.0  4.08 13.79  7.53 292 1024.4  20.6  22.2 999.0 99.0 99.00
2018 01 18 09 50  53 10.8 15.7  3.75  8.33  7.31 355 1024.6  20.6  22.2 999.0 99.0 99.00
2018 01 18 10 50  55 11.9 14.7  4.10 13.79  7.65 281 1024.2  20.6  22.3 999.0 99.0 99.00
2018 01 18 11 50  58 11.8 14.5  3.69 13.79  7.20 273 1023.8  21.1  22.4 999.0 99.0 99.00
2018 01 18 12 50  60 12.2 15.3  3.80 13.79  7.25 289 1023.3  21.2  22.4 999.0 99.0 99.00
2018 01 18 13 50  62 11.5 14.3  3.79  7.69  7.32  38 1023.3  20.9  22.4 999.0 99.0 99.00
2018 01 18 14 50  59 11.5 13.9  3.77  8.33  7.18   9 1023.1  21.1  22.4 999.0 99.0 99.00
2018 01 18 15 50  66 11.6 14.6  3.94  7.69  7.21  33 1023.3  21.5  22.4 999.0 99.0 99.00
2018 01 18 16 50  68 12.0 14.1  3.74  7.69  7.18  42 1023.8  21.6  22.4 999.0 99.0 99.00
2018 01 18 17 50  65 11.8 14.2  3.72  8.33  7.23  40 1024.4  21.8  22.5 999.0 99.0 99.00
2018 01 18 18 50  69 11.3 13.7  3.68  7.69  7.29  25 1025.0  22.0  22.6 999.0 99.0 99.00
2018 01 18 19 50  70 11.3 14.2  3.98  8.33  7.43  22 1025.4  22.1  22.7 999.0 99.0 99.00
2018 01 18 20 50  69 11.6 13.6  4.22  8.33  7.46  25 1025.4  22.1  22.8 999.0 99.0 99.00
2018 01 18 21 50  70 11.7 14.9  3.69  8.33  7.34  32 1024.8  21.9  22.8 999.0 99.0 99.00
2018 01 18 22 50  65 11.8 14.2  3.92  8.33  7.25  48 1023.8  21.8  22.8 999.0 99.0 99.00
2018 01 18 23 50  66 12.5 15.6  4.08  8.33  7.53  47 1022.7  21.9  22.8 999.0 99.0 99.00
2018 01 19 00 50  69 11.5 14.1  4.11  8.33  7.43  58 1022.3  22.0  22.8 999.0 99.0 99.00
2018 01 19 01 50  64 11.7 14.1  4.23  8.33  7.22  72 1022.5  21.8  22.8 999.0 99.0 99.00
2018 01 19 02 50  67 11.5 15.4  3.83  9.09  7.14  11 1023.1  21.9  22.8 999.0 99.0 99.00
2018 01 19 03 50  78 11.1 14.0  4.02  8.33  7.43  40 1023.4  22.0  22.8 999.0 99.0 99.00
2018 01 19 04 50  77 12.2 15.9  3.90  9.09  7.19  45 1023.6  22.2  22.8 999.0 99.0 99.00
2018 01 19 05 50  78 11.9 14.5  3.70  9.09  7.18  46 1024.2  22.1  22.8 999.0 99.0 99.00
2018 01 19 06 50  82 12.0 15.2  3.92  8.33  7.13  73 1024.5  22.1  22.8 999.0 99.0 99.00
2018 01 19 07 50  84 13.5 16.4  3.80  8.33  7.06  66 1024.4  22.3  22.8 999.0 99.0 99.00
2018 01 19 08 50  83 12.2 14.7  3.96  8.33  7.18  62 1024.4  21.6  22.7 999.0 99.0 99.00
2018 01 19 09 50  90 12.2 15.2  4.07  9.09  7.34  51 1024.0  21.8  22.7 999.0 99.0 99.00
2018 01 19 10 50  86 12.4 15.2  4.12  9.09  7.29  75 1023.9  21.8  22.8 999.0 99.0 99.00
2018 01 19 11 50  86 11.9 14.8  4.36  9.09  7.36  57 1023.4  21.7  22.8 999.0 99.0 99.00
2018 01 19 12 50  82 12.0 14.9  4.06  9.09  7.32  63 1022.9  21.8  22.9 999.0 99.0 99.00
2018 01 19 13 50  82 12.1 14.8  4.09  8.33  7.42  64 1022.5  22.2  23.0 999.0 99.0 99.00
2018 01 19 14 50  83 11.8 14.1  4.13  9.09  7.58  58 1022.5  22.1  23.0 999.0 99.0 99.00
2018 01 19 15 50  82 12.0 14.8  3.62  9.09  7.32  68 1022.8  22.1  23.0 999.0 99.0 99.00
2018 01 19 16 50  86 11.7 14.0  4.00  9.09  7.59  72 1023.2  22.0  23.0 999.0 99.0 99.00
2018 01 19 17 50  82 10.8 13.2  4.13  9.09  7.60  66 1023.4  22.2  23.0 999.0 99.0 99.00
2018 01 19 18 50  87 11.3 13.6  3.80 10.00  7.37  75 1023.7  22.3  23.0 999.0 99.0 99.00
2018 01 19 19 50  84 10.9 13.8  3.82 10.00  7.40  61 1024.0  22.3  23.0 999.0 99.0 99.00
2018 01 19 20 50  85 10.5 12.5  4.06  9.09  7.67  73 1023.7  22.6  23.1 999.0 99.0 99.00
2018 01 19 21 50  83 10.5 12.8  4.47 10.00  7.98  72 1022.9  22.6  23.2 999.0 99.0 99.00
2018 01 19 22 50  88 11.5 14.0  3.83 10.00  7.43  70 1021.6  22.7  23.2 999.0 99.0 99.00
2018 01 19 23 50  83 10.3 12.6  4.13 10.81  7.78  35 1020.8  22.4  23.3 999.0 99.0 99.00
2018 01 20 00 50  84 11.5 13.6  4.20  9.09  7.69  76 1020.4  22.3  23.3 999.0 99.0 99.00
2018 01 20 01 50  90 11.1 13.5  4.18 10.00  7.72  49 1020.2  22.8  23.3 999.0 99.0 99.00
2018 01 20 02 50  89 10.6 13.6  4.27 10.00  7.68  60 1020.5  22.6  23.3 999.0 99.0 99.00
