#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 06 09 00 50  84  6.6  7.6  1.72 19.05  6.11 185 1021.4  24.2  24.6 999.0 99.0 99.00
2018 06 09 01 50  92  6.1  7.2  1.81 19.05  6.68 157 1021.2  24.2  24.6 999.0 99.0 99.00
2018 06 09 02 50  91  7.4  8.9  1.76 19.05  6.22 207 1021.3  24.4  24.6 999.0 99.0 99.00
2018 06 09 03 50  89  9.0 10.5  1.83  7.69  5.78  84 1021.5  23.5  24.6 999.0 99.0 99.00
2018 06 09 04 50  83  8.2  9.8  1.90 19.05  6.04 174 1022.0  23.5  24.5 999.0 99.0 99.00
2018 06 09 05 50  88  8.3  9.9  1.89 19.05  5.97 136 1022.4  24.4  24.5 999.0 99.0 99.00
2018 06 09 06 50  91  9.3 10.8  1.88 17.39  5.80 156 1023.0  24.4  24.5 999.0 99.0 99.00
2018 06 09 07 50  91  8.4  9.6  1.96 17.39  5.77 184 1023.6  24.4  24.4 999.0 99.0 99.00
2018 06 09 08 50  93  8.6 10.2  2.03 17.39  6.06 184 1023.9  24.3  24.4 999.0 99.0 99.00
2018 06 09 09 50  94  9.5 11.3  1.91 17.39  5.97 162 1023.5  24.1  24.4 999.0 99.0 99.00
2018 06 09 10 50  93  8.5 10.3  2.12 17.39  6.13 180 1023.2  23.5  24.4 999.0 99.0 99.00
2018 06 09 11 50  94  8.0  9.6  2.04 17.39  6.21 164 1022.5  23.9  24.4 999.0 99.0 99.00
2018 06 09 12 50  85  8.9 10.6  2.18 17.39  6.37 145 1022.2  23.7  24.4 999.0 99.0 99.00
2018 06 09 13 50  86  8.9 10.2  2.24 17.39  6.48 161 1022.2  23.4  24.4 999.0 99.0 99.00
2018 06 09 14 50  78  8.8 12.4  2.11 17.39  6.35 150 1022.3  23.1  24.4 999.0 99.0 99.00
2018 06 09 15 50 104  6.9  8.3  2.09 17.39  6.21 171 1022.8  23.5  24.3 999.0 99.0 99.00
2018 06 09 16 50  93  8.4 10.6  2.21 17.39  6.48 159 1023.3  23.5  24.4 999.0 99.0 99.00
2018 06 09 17 50  82  8.3  9.7  2.26 17.39  6.30 138 1023.7  24.1  24.4 999.0 99.0 99.00
2018 06 09 18 50  86  8.8 10.1  2.34  7.14  6.03  77 1023.8  24.1  24.4 999.0 99.0 99.00
2018 06 09 19 50  86  8.3 10.5  2.23  7.69  6.10  90 1023.8  24.3  24.4 999.0 99.0 99.00
2018 06 09 20 50  79  8.6 10.5  2.24 17.39  6.50 175 1023.7  24.2  24.5 999.0 99.0 99.00
2018 06 09 21 50  76  8.2  9.9  2.11  7.69  6.28  93 1023.3  24.0  24.5 999.0 99.0 99.00
2018 06 09 22 50  70  8.1  9.7  2.19  7.69  6.27  77 1022.7  23.9  24.5 999.0 99.0 99.00
2018 06 09 23 50  82  7.9  9.1  2.02  8.33  6.14  99 1022.2  24.1  24.6 999.0 99.0 99.00
2018 06 10 00 50  75  7.9  9.4  2.24 16.00  6.69 165 1021.7  24.0  24.6 999.0 99.0 99.00
2018 06 10 01 50  77  8.1  9.3  2.18  8.33  6.39  95 1021.4  24.2  24.6 999.0 99.0 99.00
2018 06 10 02 50  74  6.5  7.9  2.15 16.00  6.39 143 1021.3  24.3  24.6 999.0 99.0 99.00
2018 06 10 03 50  79  8.2 10.1  2.13 16.00  6.40 151 1021.4  24.2  24.6 999.0 99.0 99.00
2018 06 10 04 50  73  8.0  9.5  2.02 16.00  6.56 152 1021.8  24.1  24.6 999.0 99.0 99.00
2018 06 10 05 50  85  7.9  9.3  2.02 17.39  6.17 138 1022.2  24.1  24.5 999.0 99.0 99.00
2018 06 10 06 50  84  9.1 10.6  2.19 16.00  6.67 159 1022.3  24.1  24.5 999.0 99.0 99.00
2018 06 10 07 50  78  9.2 10.8  1.99 16.00  6.15 135 1022.6  24.1  24.5 999.0 99.0 99.00
2018 06 10 08 50  84  8.7 10.3  2.09 17.39  6.28 150 1022.8  24.0  24.5 999.0 99.0 99.00
2018 06 10 09 50  86  9.0 10.9  2.15  7.69  6.06 104 1022.2  24.0  24.4 999.0 99.0 99.00
2018 06 10 10 50  87  7.6  9.1  2.09 16.00  5.99 163 1021.8  23.8  24.4 999.0 99.0 99.00
2018 06 10 11 50  93  7.0  8.6  2.05 16.00  6.34 159 1021.4  23.8  24.4 999.0 99.0 99.00
2018 06 10 12 50  89  7.9  9.6  2.14  7.69  6.40  97 1020.9  23.8  24.4 999.0 99.0 99.00
2018 06 10 13 50  91  7.5  9.4  2.17  8.33  6.33 103 1020.8  23.8  24.4 999.0 99.0 99.00
2018 06 10 14 50  83  6.9  8.2  2.31  7.69  6.52  94 1020.7  23.7  24.3 999.0 99.0 99.00
2018 06 10 15 50  76  7.8  8.8  2.10  7.14  6.18  89 1020.8  23.7  24.3 999.0 99.0 99.00
2018 06 10 16 50  77  7.8  9.1  2.14  8.33  6.39  99 1021.2  23.7  24.3 999.0 99.0 99.00
2018 06 10 17 50  85  6.8  8.1  2.19  8.33  6.42  97 1021.8  23.8  24.3 999.0 99.0 99.00
2018 06 10 18 50  80  6.9  8.3  2.33  8.33  6.68 103 1021.8  24.0  24.3 999.0 99.0 99.00
2018 06 10 19 50  81  7.3  8.6  2.11  8.33  6.38  98 1021.8  24.1  24.4 999.0 99.0 99.00
2018 06 10 20 50  79  7.0  8.4  2.23  7.69  6.39  79 1021.5  24.0  24.4 999.0 99.0 99.00
2018 06 10 21 50  81  7.0  8.0  2.27  8.33  6.66  94 1021.0  24.0  24.4 999.0 99.0 99.00
2018 06 10 22 50  85  7.1  8.5  2.35  8.33  6.89 101 1020.3  24.0  24.5 999.0 99.0 99.00
2018 06 10 23 50  75  6.8  8.5  2.19  8.33  6.49 104 1019.7  24.0  24.5 999.0 99.0 99.00
2018 06 11 00 50  85  6.7  8.1  2.20  8.33  6.75 100 1019.2  23.9  24.5 999.0 99.0 99.00
2018 06 11 01 50  70  6.8  8.3  2.14 16.00  6.73 162 1018.9  24.0  24.5 999.0 99.0 99.00
2018 06 11 02 50  75  7.2  8.4  2.11  8.33  6.68  92 1018.5  24.0  24.5 999.0 99.0 99.00
2018 06 11 03 50  73  7.6  8.9  2.01  8.33  6.67 101 1018.4  24.0  24.5 999.0 99.0 99.00
2018 06 11 04 50  74  7.4  8.8  1.98  7.69  6.17  91 1018.7  24.0  24.4 999.0 99.0 99.00
2018 06 11 05 50  68  7.7  9.4  2.16  8.33  6.57  92 1019.4  24.0  24.4 999.0 99.0 99.00
2018 06 11 06 50  74  8.6 10.2  2.13  8.33  6.33  96 1019.6  24.0  24.4 999.0 99.0 99.00
2018 06 11 07 50 101  7.8 10.1  2.10  8.33  6.22  94 1020.2  23.0  24.4 999.0 99.0 99.00
2018 06 11 08 50  80  7.7  9.3  2.22  9.09  6.62  98 1020.1  23.6  24.4 999.0 99.0 99.00
2018 06 11 09 50  90  6.8  8.1  1.89  9.09  5.95  98 1019.7  23.9  24.4 999.0 99.0 99.00
2018 06 11 10 50 103  7.5  8.9  1.86  9.09  5.95 107 1019.0  23.0  24.4 999.0 99.0 99.00
2018 06 11 11 50  87  6.6  8.2  1.93  8.33  6.15  92 1018.0  24.1  24.4 999.0 99.0 99.00
2018 06 11 12 50 101  9.8 11.5  1.94  9.09  6.15  95 1017.4  23.4  24.4 999.0 99.0 99.00
2018 06 11 13 50  85  8.8 11.9  2.05  8.33  6.02  96 1017.4  23.7  24.4 999.0 99.0 99.00
2018 06 11 14 50  86  8.5 10.2  2.08  9.09  6.19  94 1017.6  23.5  24.4 999.0 99.0 99.00
2018 06 11 15 50  90  9.2 10.8  2.08  9.09  6.47 102 1017.7  23.5  24.4 999.0 99.0 99.00
2018 06 11 16 50  68  6.3  7.5  2.10  9.09  6.02  86 1018.2  22.9  24.4 999.0 99.0 99.00
2018 06 11 17 50  69  5.4  6.6  2.02  8.33  6.26  97 1018.6  23.6  24.4 999.0 99.0 99.00
2018 06 11 18 50  68  6.0  7.4  2.00  9.09  6.24  87 1018.8  23.8  24.4 999.0 99.0 99.00
2018 06 11 19 50  92  6.2  7.3  1.92  9.09  6.22 103 1018.9  24.0  24.5 999.0 99.0 99.00
2018 06 11 20 50  99  6.3  7.7  1.96  8.33  6.35  88 1018.9  24.2  24.5 999.0 99.0 99.00
2018 06 11 21 50 100  4.3  5.3  1.92  9.09  6.33  96 1018.8  23.5  24.6 999.0 99.0 99.00
2018 06 11 22 50  92  6.6  8.3  1.99  7.69  6.59  91 1018.0  24.3  24.6 999.0 99.0 99.00
2018 06 11 23 50  84  8.5  9.8  2.08  8.33  6.55  93 1017.4  24.3  24.6 999.0 99.0 99.00
2018 06 12 00 50  81  8.4  9.9  2.03  8.33  6.08  91 1017.0  24.2  24.6 999.0 99.0 99.00
2018 06 12 01 50  73  7.8  9.3  2.05  9.09  6.15  90 1017.2  24.2  24.6 999.0 99.0 99.00
2018 06 12 02 50  74  8.0  9.7  2.07  9.09  6.20  85 1017.2  24.2  24.6 999.0 99.0 99.00
2018 06 12 03 50  72  8.7 10.6  2.16  8.33  6.17  86 1017.1  24.1  24.5 999.0 99.0 99.00
2018 06 12 04 50  79  8.2  9.8  1.93  8.33  5.79  88 1017.4  24.0  24.5 999.0 99.0 99.00
2018 06 12 05 50  82  8.0  9.4  1.91  7.69  5.93  88 1017.9  23.9  24.4 999.0 99.0 99.00
2018 06 12 06 50  81  7.8  8.8  1.99  9.09  5.93  90 1018.2  23.9  24.4 999.0 99.0 99.00
2018 06 12 07 50  77  7.3  8.6  1.91  8.33  5.88  86 1018.7  23.9  24.3 999.0 99.0 99.00
2018 06 12 08 50  81  7.1  8.6  1.91  8.33  5.94  87 1019.0  23.9  24.3 999.0 99.0 99.00
2018 06 12 09 50  81  6.3  7.6  1.86  8.33  5.89  94 1018.9  23.7  24.3 999.0 99.0 99.00
2018 06 12 10 50  82  6.9  8.0  1.85  8.33  5.90  86 1018.4  23.7  24.3 999.0 99.0 99.00
2018 06 12 11 50  78  5.7  6.8  1.82  9.09  6.10  95 1017.8  23.6  24.3 999.0 99.0 99.00
2018 06 12 12 50  74  5.8  7.1  1.74  7.69  6.04  90 1017.3  23.4  24.3 999.0 99.0 99.00
2018 06 12 13 50  89  8.5 10.4  1.90  8.33  6.10  80 1016.7  23.7  24.4 999.0 99.0 99.00
2018 06 12 14 50  82  7.9  9.4  1.73  8.33  5.66  92 1016.7  23.6  24.3 999.0 99.0 99.00
2018 06 12 15 50  87  7.1  8.9  1.81  9.09  5.76  88 1017.2  23.5  24.3 999.0 99.0 99.00
2018 06 12 16 50  91  6.7  8.2  1.75  8.33  5.77  88 1017.6  23.8  24.3 999.0 99.0 99.00
2018 06 12 17 50  89  6.6  8.1  1.83  9.09  5.92  96 1018.0  23.9  24.3 999.0 99.0 99.00
2018 06 12 18 50  87  7.0  8.7  1.82  8.33  6.00  88 1018.0  23.8  24.3 999.0 99.0 99.00
2018 06 12 19 50  82  8.1  9.4  1.87  8.33  6.02  81 1017.9  24.0  24.4 999.0 99.0 99.00
2018 06 12 20 50  88  8.1  9.5  1.72  6.67  5.80  84 1017.8  24.1  24.4 999.0 99.0 99.00
2018 06 12 21 50  86  8.1  9.4  1.72  8.33  5.85  95 1017.7  24.1  24.4 999.0 99.0 99.00
2018 06 12 22 50  86  7.5  9.0  1.65  8.33  5.61  88 1017.4  24.1  24.5 999.0 99.0 99.00
2018 06 12 23 50  82  7.8  9.4  1.77  7.69  5.90  76 1017.2  24.2  24.5 999.0 99.0 99.00
2018 06 13 00 50  84  7.6  8.8  1.70  8.33  5.85  82 1016.8  24.2  24.5 999.0 99.0 99.00
2018 06 13 01 50  81  6.8  7.9  1.91  8.33  6.07  91 1016.7  24.2  24.5 999.0 99.0 99.00
2018 06 13 02 50  77  6.3  7.2  1.71  8.33  6.05  83 1016.8  24.3  24.5 999.0 99.0 99.00
2018 06 13 03 50  83  6.9  8.1  1.72  8.33  6.14  84 1017.1  24.3  24.5 999.0 99.0 99.00
2018 06 13 04 50  79  6.7  8.0  1.64  9.09  6.00  96 1017.5  24.2  24.5 999.0 99.0 99.00
2018 06 13 05 50  84  7.5  8.7  1.73  9.09  6.07  92 1018.1  24.0  24.4 999.0 99.0 99.00
2018 06 13 06 50  83  6.7  7.8  1.76  8.33  5.95  86 1018.7  24.2  24.4 999.0 99.0 99.00
2018 06 13 07 50  85  6.2  7.3  1.69  9.09  5.91  95 1019.1  24.3  24.4 999.0 99.0 99.00
2018 06 13 08 50  93  7.1  8.5  1.64  7.69  5.85  87 1018.9  24.4  24.4 999.0 99.0 99.00
2018 06 13 09 50  89  7.9  9.1  1.75  8.33  5.98  83 1018.5  24.2  24.4 999.0 99.0 99.00
2018 06 13 10 50  95  8.2  9.3  1.78  8.33  5.70  84 1018.1  24.1  24.4 999.0 99.0 99.00
2018 06 13 11 50  88  8.1  9.3  1.79  8.33  5.85  84 1017.6  24.1  24.4 999.0 99.0 99.00
2018 06 13 12 50  93  8.3 10.3  1.76  8.33  5.52  82 1017.4  24.0  24.3 999.0 99.0 99.00
2018 06 13 13 50  93  8.0  9.7  1.81  9.09  5.57  83 1017.1  24.0  24.3 999.0 99.0 99.00
2018 06 13 14 50  89  7.6  9.0  1.69  7.69  5.64  80 1017.1  23.9  24.3 999.0 99.0 99.00
2018 06 13 15 50  90  7.4  8.9  1.87  8.33  5.80  82 1017.6  24.0  24.3 999.0 99.0 99.00
2018 06 13 16 50  61  7.9  9.2  1.84  8.33  5.83  81 1018.0  22.8  24.3 999.0 99.0 99.00
2018 06 13 17 50  89  6.4  7.8  1.95  8.33  5.94  79 1018.4  23.5  24.3 999.0 99.0 99.00
2018 06 13 18 50  86  7.9  9.8  1.76  8.33  5.74  75 1018.4  24.0  24.3 999.0 99.0 99.00
2018 06 13 19 50  90  7.9 10.2  1.88  8.33  5.75  77 1018.5  24.1  24.4 999.0 99.0 99.00
2018 06 13 20 50  85  8.2  9.4  1.90  8.33  5.75  89 1018.5  24.0  24.4 999.0 99.0 99.00
2018 06 13 21 50  93  7.7  8.9  1.75  8.33  5.58  82 1018.1  24.1  24.5 999.0 99.0 99.00
2018 06 13 22 50 101  7.4  8.5  1.79  8.33  5.76  86 1017.9  24.2  24.5 999.0 99.0 99.00
2018 06 13 23 50  94  7.1  8.3  1.76  7.69  5.82  83 1017.6  24.4  24.6 999.0 99.0 99.00
2018 06 14 00 50  86  6.9  8.2  1.62  7.14  5.68  75 1017.1  24.1  24.6 999.0 99.0 99.00
2018 06 14 01 50  95  7.0  8.0  1.73  9.09  5.94  76 1016.8  24.4  24.6 999.0 99.0 99.00
2018 06 14 02 50  93  6.2  7.5  1.71  9.09  5.97  85 1016.9  24.5  24.6 999.0 99.0 99.00
2018 06 14 03 50  90  6.6  7.6  1.84  9.09  6.31  84 1017.0  24.6  24.6 999.0 99.0 99.00
2018 06 14 04 50  95  6.5  8.1  1.74  8.33  6.08  85 1017.4  24.4  24.5 999.0 99.0 99.00
2018 06 14 05 50  89  6.9  8.5  1.88  8.33  6.17  81 1018.0  24.4  24.5 999.0 99.0 99.00
2018 06 14 06 50  95  7.0  8.2  1.77  9.09  6.04  62 1018.4  24.4  24.5 999.0 99.0 99.00
2018 06 14 07 50  95  7.1  8.3  1.87  8.33  6.22  78 1018.8  24.3  24.4 999.0 99.0 99.00
2018 06 14 08 50  96  7.2  8.7  1.85  8.33  6.23  75 1019.1  24.3  24.4 999.0 99.0 99.00
2018 06 14 09 50 101  5.8  7.1  1.75  7.69  5.99  87 1018.8  24.3  24.4 999.0 99.0 99.00
2018 06 14 10 50 101  6.7  7.6  1.82  8.33  6.00  85 1018.0  24.1  24.4 999.0 99.0 99.00
2018 06 14 11 50 104  6.8  8.0  1.88  8.33  6.01  85 1017.3  24.1  24.4 999.0 99.0 99.00
2018 06 14 12 50  95  7.6  8.8  1.93 10.00  6.23  47 1016.8  24.1  24.4 999.0 99.0 99.00
2018 06 14 13 50 117  6.0  7.9  1.85  9.09  6.16  70 1017.0  23.7  24.4 999.0 99.0 99.00
2018 06 14 14 50 113  6.5  8.7  1.84  7.69  5.78  80 1017.1  22.4  24.4 999.0 99.0 99.00
2018 06 14 15 50  82  7.2  8.3  1.80  9.09  6.16  66 1017.2  22.3  24.4 999.0 99.0 99.00
2018 06 14 16 50  77  6.3  7.2  1.79  8.33  6.28  70 1017.7  21.9  24.4 999.0 99.0 99.00
2018 06 14 17 50  64  4.7  5.7  1.64  7.69  6.17  82 1018.0  23.3  24.4 999.0 99.0 99.00
2018 06 14 18 50 107  3.0  3.9  1.80  8.33  6.38  77 1018.1  24.0  24.4 999.0 99.0 99.00
2018 06 14 19 50 112  1.4  3.6  1.73  7.14  6.17  83 1018.7  22.6  24.4 999.0 99.0 99.00
2018 06 14 20 50  81  6.9  8.0  1.76  9.09  5.73  83 1018.4  24.1  24.5 999.0 99.0 99.00
2018 06 14 21 50  92  6.1  7.0  1.78  7.69  5.85  73 1018.3  24.3  24.5 999.0 99.0 99.00
2018 06 14 22 50  92  6.1  7.2  1.70  8.33  6.02  85 1017.9  24.3  24.6 999.0 99.0 99.00
2018 06 14 23 50  98  5.5  6.4  1.64  7.69  6.28  86 1017.4  24.4  24.6 999.0 99.0 99.00
2018 06 15 00 50  87  5.2  6.0  1.68  9.09  6.29  72 1017.0  24.4  24.7 999.0 99.0 99.00
2018 06 15 01 50  97  4.2  5.1  1.68  7.69  6.56  77 1016.8  24.5  24.7 999.0 99.0 99.00
2018 06 15 02 50  91  5.0  6.2  1.69  8.33  6.66  81 1016.5  24.5  24.7 999.0 99.0 99.00
2018 06 15 03 50  94  4.3  5.3  1.72  7.69  6.68  80 1016.7  24.2  24.7 999.0 99.0 99.00
2018 06 15 04 50 101  3.6  4.7  1.68  7.69  6.37  88 1017.2  24.3  24.7 999.0 99.0 99.00
2018 06 15 05 50  87  3.7  4.6  1.58  8.33  6.80  83 1018.0  24.2  24.6 999.0 99.0 99.00
2018 06 15 06 50  88  4.0  4.9  1.56  8.33  6.56  82 1018.2  24.2  24.6 999.0 99.0 99.00
2018 06 15 07 50 104  4.1  5.2  1.56 10.00  6.59  90 1018.4  24.4  24.5 999.0 99.0 99.00
2018 06 15 08 50 111  3.7  4.7  1.57 10.00  6.67 102 1018.5  24.3  24.5 999.0 99.0 99.00
2018 06 15 09 50 109  3.6  4.4  1.63  7.69  6.77  79 1018.2  24.3  24.5 999.0 99.0 99.00
2018 06 15 10 50 100  4.1  4.9  1.70 14.81  6.96 305 1017.5  24.3  24.5 999.0 99.0 99.00
2018 06 15 11 50  97  7.4  8.5  1.59  8.33  6.76  73 1016.9  23.8  24.5 999.0 99.0 99.00
2018 06 15 12 50 123  7.2  8.5  1.59 14.81  6.10 288 1016.8  23.5  24.5 999.0 99.0 99.00
2018 06 15 13 50 103  2.8  3.5  1.70 13.79  6.31 308 1017.0  23.6  24.5 999.0 99.0 99.00
2018 06 15 14 50 182  2.0  2.5  1.66  8.33  6.79  98 1017.2  22.4  24.5 999.0 99.0 99.00
2018 06 15 15 50  57  1.1  1.6  1.64  8.33  6.77  72 1017.5  23.0  24.5 999.0 99.0 99.00
2018 06 15 16 50  55  2.8  3.6  1.81  8.33  7.18  74 1017.9  22.3  24.5 999.0 99.0 99.00
2018 06 15 17 50  63  2.9  3.7  1.61 13.79  7.05 287 1018.2  23.1  24.5 999.0 99.0 99.00
2018 06 15 18 50 132  5.9  7.7  1.68 13.79  6.97 278 1018.2  23.8  24.5 999.0 99.0 99.00
2018 06 15 19 50 119  5.4  6.6  1.73  8.33  6.51  73 1018.1  24.6  24.6 999.0 99.0 99.00
2018 06 15 20 50 106  6.7  8.3  1.75 13.79  6.15 289 1018.3  24.9  24.7 999.0 99.0 99.00
2018 06 15 21 50 108  6.9  8.4  1.81  7.69  6.39  83 1018.0  24.8  24.8 999.0 99.0 99.00
2018 06 15 22 50 107  7.3  8.7  1.82  7.69  6.19  78 1017.7  24.7  24.8 999.0 99.0 99.00
2018 06 15 23 50 105  6.8  8.1  1.76  8.33  5.97  76 1017.5  24.6  24.9 999.0 99.0 99.00
2018 06 16 00 50 106  6.3  7.3  1.96  7.69  6.06  83 1017.2  24.6  24.9 999.0 99.0 99.00
2018 06 16 01 50  98  6.5  7.9  1.92  7.69  6.31  84 1016.7  24.7  24.9 999.0 99.0 99.00
2018 06 16 02 50  95  6.2  7.2  1.72  7.14  6.04  80 1016.4  24.7  25.0 999.0 99.0 99.00
2018 06 16 03 50 103  5.5  6.4  1.79 12.90  6.17 199 1016.6  24.7  24.9 999.0 99.0 99.00
2018 06 16 04 50 100  5.8  6.9  1.75  8.33  6.55  74 1016.9  24.5  24.9 999.0 99.0 99.00
2018 06 16 05 50 101  5.7  6.9  1.64 12.90  6.62 287 1017.3  24.5  24.9 999.0 99.0 99.00
2018 06 16 06 50  96  5.8  7.0  1.69 12.90  6.78 305 1017.8  24.4  24.9 999.0 99.0 99.00
2018 06 16 07 50  98  6.1  7.5  1.82 12.90  7.11 299 1018.1  24.5  24.9 999.0 99.0 99.00
2018 06 16 08 50 105  6.3  7.6  1.94 12.90  7.51 311 1018.3  24.5  24.9 999.0 99.0 99.00
2018 06 16 09 50 101  5.5  7.1  1.85 12.12  7.07 286 1018.2  24.2  24.8 999.0 99.0 99.00
2018 06 16 10 50  92  6.0  7.6  1.79 12.90  7.00 267 1017.9  24.2  24.9 999.0 99.0 99.00
2018 06 16 11 50  97  4.9  5.9  1.89 14.81  6.92 213 1017.4  24.1  24.8 999.0 99.0 99.00
2018 06 16 12 50  92  4.1  5.3  1.88 12.90  7.29 285 1017.0  24.1  24.8 999.0 99.0 99.00
2018 06 16 13 50 100  4.0  5.2  1.89 14.81  7.36 178 1016.7  24.0  24.8 999.0 99.0 99.00
2018 06 16 14 50  77  3.6  4.5  1.89 13.79  7.24 241 1017.2  24.0  24.8 999.0 99.0 99.00
2018 06 16 15 50  83  3.5  4.3  1.77 12.12  7.35 245 1017.5  24.1  24.7 999.0 99.0 99.00
2018 06 16 16 50  70  5.8  7.0  1.90 12.90  7.69 263 1017.8  23.9  24.8 999.0 99.0 99.00
2018 06 16 17 50  70  6.4  7.7  2.05 12.12  7.32 268 1018.0  23.7  24.7 999.0 99.0 99.00
2018 06 16 18 50  88  6.2  7.3  2.01 12.12  7.33 280 1018.1  23.9  24.8 999.0 99.0 99.00
2018 06 16 19 50  99  5.5  6.8  1.98 12.90  7.35 252 1018.2  24.2  24.8 999.0 99.0 99.00
2018 06 16 20 50 104  4.9  6.2  2.07 12.12  7.54 263 1018.4  24.4  24.9 999.0 99.0 99.00
2018 06 16 21 50  96  5.8  6.9  2.09 12.12  7.59 292 1018.2  24.1  24.9 999.0 99.0 99.00
2018 06 16 22 50 103  5.8  7.3  2.12 10.81  7.78 289 1017.8  24.0  25.0 999.0 99.0 99.00
2018 06 16 23 50 100  5.7  7.0  2.07 11.43  7.68 277 1017.5  24.5  25.1 999.0 99.0 99.00
2018 06 17 00 50  99  5.4  6.6  2.06 16.00  7.77 234 1017.2  24.5  25.1 999.0 99.0 99.00
2018 06 17 01 50  94  4.8  5.7  1.86 14.81  7.41 260 1017.0  24.6  25.2 999.0 99.0 99.00
2018 06 17 02 50  89  4.6  5.7  2.11 16.00  8.19 241 1016.7  24.6  25.2 999.0 99.0 99.00
2018 06 17 03 50  90  4.5  5.9  1.83 16.00  7.53 267 1016.6  24.5  25.2 999.0 99.0 99.00
2018 06 17 04 50  86  4.2  5.1  1.76 14.81  7.57 166 1017.2  24.5  25.2 999.0 99.0 99.00
2018 06 17 05 50  86  4.8  6.2  1.73 16.00  7.64 183 1017.4  24.4  25.2 999.0 99.0 99.00
2018 06 17 06 50  73  3.9  5.2  1.77 14.81  8.24 190 1018.0  24.3  25.2 999.0 99.0 99.00
2018 06 17 07 50  89  4.0  4.8  1.75 14.81  8.38 154 1018.4  24.2  25.2 999.0 99.0 99.00
2018 06 17 08 50  74  3.4  4.1  1.73 14.81  8.34 202 1018.3  24.1  25.1 999.0 99.0 99.00
2018 06 17 09 50  83  3.6  5.0  1.76 13.79  8.41 180 1017.9  24.0  25.1 999.0 99.0 99.00
2018 06 17 10 50  76  2.9  4.0  1.84 14.81  8.31 287 1017.4  23.9  25.1 999.0 99.0 99.00
2018 06 17 11 50  75  3.1  4.3  2.04 14.81  8.78 244 1017.0  23.8  25.1 999.0 99.0 99.00
2018 06 17 12 50  58  2.9  3.9  1.83 11.43  8.11 271 1016.6  23.7  25.1 999.0 99.0 99.00
2018 06 17 13 50  58  2.8  4.1  2.01 13.79  8.44 274 1016.5  23.6  25.1 999.0 99.0 99.00
2018 06 17 14 50  55  2.7  3.8  2.04 11.43  8.42 296 1016.5  23.6  25.0 999.0 99.0 99.00
2018 06 17 15 50  58  2.8  4.0  1.94 11.43  8.57 282 1016.6  23.5  25.0 999.0 99.0 99.00
2018 06 17 16 50  41  4.2  5.3  1.89 13.79  8.50 295 1016.9  23.8  25.0 999.0 99.0 99.00
2018 06 17 17 50  59  3.7  4.7  1.94 12.12  8.78 307 1017.3  24.0  25.1 999.0 99.0 99.00
2018 06 17 18 50  59  4.6  5.7  1.87 12.90  8.43 308 1017.5  24.0  25.1 999.0 99.0 99.00
2018 06 17 19 50  54  3.8  4.8  1.79 12.12  8.30 309 1017.4  24.0  25.2 999.0 99.0 99.00
2018 06 17 20 50  50  3.3  4.9  1.90 13.79  8.67 245 1017.4  24.0  25.2 999.0 99.0 99.00
2018 06 17 21 50  47  3.5  4.2  1.98 13.79  8.83 298 1017.1  24.0  25.4 999.0 99.0 99.00
2018 06 17 22 50  46  3.4  4.5  1.75 12.12  8.57 311 1016.8  24.0  25.6 999.0 99.0 99.00
2018 06 17 23 50  47  3.1  4.3  1.93 13.79  9.01 249 1016.3  24.1  25.7 999.0 99.0 99.00
2018 06 18 00 50  33  3.1  4.1  1.91 11.43  8.91 315 1015.9  24.2  25.7 999.0 99.0 99.00
2018 06 18 01 50  47  3.6  4.7  1.84 11.43  8.72 301 1015.6  24.1  25.7 999.0 99.0 99.00
2018 06 18 02 50  38  3.5  4.1  1.73 10.81  8.63 298 1015.8  24.3  25.6 999.0 99.0 99.00
2018 06 18 03 50  37  2.8  3.5  1.58 10.81  8.02 293 1015.8  24.2  25.6 999.0 99.0 99.00
2018 06 18 04 50  44  3.8  4.8  1.73 12.90  8.42 299 1016.3  24.1  25.6 999.0 99.0 99.00
2018 06 18 05 50  57  4.0  5.2  1.84 12.90  8.66 306 1016.5  24.0  25.5 999.0 99.0 99.00
2018 06 18 06 50  60  4.2  5.2  1.78 11.43  8.52 306 1017.0  23.9  25.3 999.0 99.0 99.00
2018 06 18 07 50  57  4.2  5.0  1.71 10.81  8.61 298 1017.3  23.9  25.3 999.0 99.0 99.00
2018 06 18 08 50  64  2.7  3.6  1.87 12.12  8.65 299 1017.2  23.9  25.3 999.0 99.0 99.00
2018 06 18 09 50  82  2.0  2.8  1.71 12.12  8.33 300 1016.8  23.9  25.3 999.0 99.0 99.00
2018 06 18 10 50  29  2.1  2.7  1.76 12.12  8.45 281 1016.5  23.8  25.2 999.0 99.0 99.00
2018 06 18 11 50  33  2.8  3.6  1.82 11.43  8.84 303 1016.3  23.7  25.2 999.0 99.0 99.00
2018 06 18 12 50  52  1.9  2.7  1.74 11.43  8.46 318 1016.1  23.6  25.2 999.0 99.0 99.00
2018 06 18 13 50  45  1.6  2.5  1.95 11.43  8.99 312 1016.1  23.6  25.2 999.0 99.0 99.00
2018 06 18 14 50  31  1.9  3.3  1.67 10.81  8.46 308 1016.0  23.6  25.2 999.0 99.0 99.00
2018 06 18 15 50  49  2.1  3.4  1.70 11.43  8.52 291 1016.2  23.6  25.1 999.0 99.0 99.00
